#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1001	NM_001351261	chr12	-	54575238	54582778	54575879	54577724	4	54575238,54576287,54577439,54582734,	54575954,54576407,54577743,54582778,	0	SMUG1	cmpl	cmpl	0,0,0,-1,
1001	NM_001351262	chr12	-	54574141	54582778	54575879	54577724	4	54574141,54577439,54582298,54582734,	54576407,54577743,54582380,54582778,	0	SMUG1	cmpl	cmpl	0,0,-1,-1,
1002	NR_029894	chr12	+	54730999	54731098	54731098	54731098	1	54730999,	54731098,	0	MIR148B	unk	unk	-1,
1015	NM_001005915	chr12	+	56473891	56479401	56474084	56479096	3	56473891,56477534,56478778,	56474166,56477686,56479401,	0	ERBB3	cmpl	cmpl	0,1,0,
1016	NM_003075	chr12	-	56556142	56583358	56557472	56583245	28	56556142,56558086,56559101,56561843,56563312,56563559,56563927,56565054,56565462,56566211,56566368,56567479,56568434,56571805,56572187,56572593,56572780,56574760,56575265,56575487,56575787,56577644,56577958,56578627,56578813,56579938,56580970,56583134,	56557549,56558515,56559483,56561978,56563479,56563695,56563992,56565216,56565721,56566274,56566488,56567633,56568548,56571877,56572318,56572631,56572840,56574885,56575381,56575619,56575863,56577714,56578028,56578720,56578895,56580024,56581090,56583358,	0	SMARCC2	cmpl	cmpl	1,1,0,0,1,0,1,1,0,0,0,2,2,2,0,1,1,2,0,0,2,1,0,0,2,0,0,0,
1016	NM_139067	chr12	-	56556142	56583358	56557472	56583245	29	56556142,56558431,56559101,56561843,56563312,56563559,56563927,56565054,56565462,56566211,56566368,56566720,56567479,56568434,56571805,56572187,56572593,56572780,56574760,56575265,56575487,56575787,56577644,56577958,56578627,56578813,56579938,56580970,56583134,	56557549,56558515,56559483,56561978,56563479,56563695,56563992,56565216,56565721,56566274,56566488,56566813,56567633,56568548,56571877,56572318,56572631,56572840,56574885,56575381,56575619,56575863,56577714,56578028,56578720,56578895,56580024,56581090,56583358,	0	SMARCC2	cmpl	cmpl	1,1,0,0,1,0,1,1,0,0,0,0,2,2,2,0,1,1,2,0,0,2,1,0,0,2,0,0,0,
1016	NM_001330288	chr12	-	56556142	56583358	56557472	56583245	29	56556142,56558086,56559101,56561843,56563312,56563559,56563927,56565054,56565462,56566211,56566368,56566720,56567479,56568434,56571805,56572187,56572593,56572780,56574760,56575265,56575487,56575787,56577644,56577958,56578627,56578813,56579938,56580970,56583134,	56557549,56558515,56559483,56561978,56563479,56563695,56563992,56565216,56565721,56566274,56566488,56566813,56567633,56568548,56571877,56572318,56572631,56572840,56574885,56575381,56575619,56575863,56577714,56578028,56578720,56578895,56580024,56581090,56583358,	0	SMARCC2	cmpl	cmpl	1,1,0,0,1,0,1,1,0,0,0,0,2,2,2,0,1,1,2,0,0,2,1,0,0,2,0,0,0,
1016	NM_001130420	chr12	-	56556142	56583358	56557472	56583245	30	56556142,56558086,56558431,56559101,56561843,56563312,56563559,56563927,56565054,56565462,56566211,56566368,56566720,56567479,56568434,56571805,56572187,56572593,56572780,56574760,56575265,56575487,56575787,56577644,56577958,56578627,56578813,56579938,56580970,56583134,	56557549,56558152,56558515,56559483,56561978,56563479,56563695,56563992,56565216,56565721,56566274,56566488,56566813,56567633,56568548,56571877,56572318,56572631,56572840,56574885,56575381,56575619,56575863,56577714,56578028,56578720,56578895,56580024,56581090,56583358,	0	SMARCC2	cmpl	cmpl	1,1,1,0,0,1,0,1,1,0,0,0,0,2,2,2,0,1,1,2,0,0,2,1,0,0,2,0,0,0,
1017	NM_005419	chr12	-	56735381	56754037	56737172	56750355	24	56735381,56737608,56739929,56740225,56740602,56742312,56742535,56742707,56742946,56743209,56743372,56743880,56744195,56744612,56744881,56745075,56748249,56748561,56749059,56749226,56749491,56749915,56750224,56753841,	56737315,56737919,56739987,56740408,56740739,56742407,56742588,56742843,56743045,56743293,56743420,56743974,56744216,56744672,56744974,56745234,56748398,56748647,56749135,56749316,56749587,56750069,56750362,56754037,	0	STAT2	cmpl	cmpl	1,2,1,1,2,0,1,0,0,0,0,2,2,2,2,2,0,1,0,0,0,2,0,-1,
1017	NM_198332	chr12	-	56735381	56754037	56737172	56750355	24	56735381,56737608,56739929,56740225,56740602,56742312,56742535,56742707,56742946,56743209,56743372,56743880,56744195,56744612,56744881,56745075,56748249,56748561,56749059,56749226,56749491,56749915,56750224,56753841,	56737315,56737919,56739987,56740408,56740739,56742407,56742588,56742843,56743045,56743293,56743420,56743974,56744216,56744672,56744974,56745234,56748398,56748647,56749135,56749316,56749575,56750069,56750362,56754037,	0	STAT2	cmpl	cmpl	1,2,1,1,2,0,1,0,0,0,0,2,2,2,2,2,0,1,0,0,0,2,0,-1,
1020	NM_001320194	chr12	-	57106210	57119326	57106542	57118305	7	57106210,57106845,57107320,57108145,57108385,57118235,57119046,	57106692,57106974,57107467,57108223,57108471,57118307,57119326,	0	NACA	cmpl	cmpl	0,0,0,0,1,0,-1,
1020	NM_005594	chr12	-	57106210	57119076	57106321	57118305	8	57106210,57106569,57106845,57107320,57108145,57108385,57118235,57118745,	57106336,57106692,57106974,57107467,57108223,57108471,57118307,57119076,	0	NACA	cmpl	cmpl	0,0,0,0,0,1,0,-1,
1020	NM_001686	chr12	-	57031958	57039852	57032106	57039747	10	57031958,57032889,57033763,57036241,57036456,57037186,57037620,57038564,57038954,57039620,	57032207,57033091,57033976,57036364,57036615,57037371,57037742,57038739,57039137,57039852,	0	ATP5B	cmpl	cmpl	1,0,0,0,0,1,2,1,1,0,
1020	NM_001320193	chr12	-	57106210	57119326	57106321	57118305	8	57106210,57106569,57106845,57107320,57108145,57108385,57118235,57119046,	57106336,57106692,57106974,57107467,57108223,57108471,57118333,57119326,	0	NACA	cmpl	cmpl	0,0,0,0,0,1,0,-1,
1020	NM_001113202	chr12	-	57106210	57119326	57106321	57118305	8	57106210,57106569,57106845,57107320,57108145,57108385,57118235,57119046,	57106336,57106692,57106974,57107467,57108223,57108471,57118307,57119326,	0	NACA	cmpl	cmpl	0,0,0,0,0,1,0,-1,
1020	NM_001113203	chr12	-	57106210	57119326	57106321	57118305	11	57106210,57106569,57106845,57107320,57108145,57108385,57109654,57113320,57113509,57118235,57119046,	57106336,57106692,57106974,57107467,57108223,57108471,57109990,57113380,57115243,57118307,57119326,	0	NACA	cmpl	cmpl	0,0,0,0,0,1,1,1,1,0,-1,
1020	NM_001113201	chr12	-	57106210	57119076	57106321	57118305	8	57106210,57106569,57106845,57107320,57108145,57108385,57118235,57118745,	57106336,57106692,57106974,57107467,57108223,57108471,57118333,57119076,	0	NACA	cmpl	cmpl	0,0,0,0,0,1,0,-1,
1023	NM_001178079	chr12	-	57489186	57504089	57490354	57502061	22	57489186,57490632,57490850,57492287,57492574,57492797,57493076,57493549,57493778,57496072,57496611,57498246,57498508,57498933,57499250,57499973,57500310,57500475,57501013,57501387,57501945,57503859,	57490544,57490761,57490916,57492380,57492685,57492861,57493223,57493686,57493873,57496279,57496704,57498369,57498596,57499122,57499382,57500122,57500363,57500614,57501097,57501526,57502082,57504089,	0	STAT6	cmpl	cmpl	2,2,2,2,2,1,1,2,0,0,0,0,2,2,2,0,1,0,0,2,0,-1,
1023	NM_001178081	chr12	-	57489186	57505196	57490354	57501022	20	57489186,57490632,57490850,57492287,57492574,57492797,57493076,57493549,57493778,57496072,57496611,57498246,57498508,57498933,57499250,57499973,57500310,57500475,57501013,57504911,	57490544,57490761,57490916,57492380,57492685,57492861,57493223,57493686,57493873,57496279,57496704,57498369,57498596,57499122,57499382,57500122,57500363,57500614,57501097,57505196,	0	STAT6	cmpl	cmpl	2,2,2,2,2,1,1,2,0,0,0,0,2,2,2,0,1,0,0,-1,
1023	NR_033659	chr12	-	57489186	57505196	57505196	57505196	21	57489186,57490632,57490850,57492287,57492574,57492797,57493076,57493549,57493778,57496072,57496611,57498246,57498508,57498933,57499250,57499973,57500310,57500475,57501013,57501945,57504911,	57490544,57490761,57490916,57492380,57492685,57492861,57493223,57493686,57493873,57496279,57496704,57498369,57498596,57499122,57499382,57500122,57500363,57500614,57501097,57502082,57505196,	0	STAT6	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1023	NM_003153	chr12	-	57489186	57505196	57490354	57502061	22	57489186,57490632,57490850,57492287,57492574,57492797,57493076,57493549,57493778,57496072,57496611,57498246,57498508,57498933,57499250,57499973,57500310,57500475,57501013,57501387,57501945,57504911,	57490544,57490761,57490916,57492380,57492685,57492861,57493223,57493686,57493873,57496279,57496704,57498369,57498596,57499122,57499382,57500122,57500363,57500614,57501097,57501526,57502082,57505196,	0	STAT6	cmpl	cmpl	2,2,2,2,2,1,1,2,0,0,0,0,2,2,2,0,1,0,0,2,0,-1,
1023	NM_001178080	chr12	-	57489186	57505196	57490354	57501022	21	57489186,57490632,57490850,57492287,57492574,57492797,57493076,57493549,57493778,57496072,57496611,57498246,57498508,57498933,57499250,57499973,57500310,57500475,57501013,57501387,57504911,	57490544,57490761,57490916,57492380,57492685,57492861,57493223,57493686,57493873,57496279,57496704,57498369,57498596,57499122,57499382,57500122,57500363,57500614,57501097,57501526,57505196,	0	STAT6	cmpl	cmpl	2,2,2,2,2,1,1,2,0,0,0,0,2,2,2,0,1,0,0,-1,-1,
1023	NM_001178078	chr12	-	57489186	57505196	57490354	57502061	22	57489186,57490632,57490850,57492287,57492574,57492797,57493076,57493549,57493778,57496072,57496611,57498246,57498508,57498933,57499250,57499973,57500310,57500475,57501013,57501387,57501945,57504892,	57490544,57490761,57490916,57492380,57492685,57492861,57493223,57493686,57493873,57496279,57496704,57498369,57498596,57499122,57499382,57500122,57500363,57500614,57501097,57501526,57502082,57505196,	0	STAT6	cmpl	cmpl	2,2,2,2,2,1,1,2,0,0,0,0,2,2,2,0,1,0,0,2,0,-1,
1026	NM_001195057	chr12	-	57910370	57914300	57910591	57911189	4	57910370,57911051,57911488,57914200,	57910963,57911207,57911536,57914300,	0	DDIT3	cmpl	cmpl	0,0,-1,-1,
1026	NM_001195056	chr12	-	57910370	57914300	57910591	57911258	3	57910370,57911051,57914200,	57910963,57911536,57914300,	0	DDIT3	cmpl	cmpl	0,0,-1,
1026	NM_001195055	chr12	-	57910370	57914300	57910591	57911258	4	57910370,57911051,57911488,57914200,	57910963,57911302,57911536,57914300,	0	DDIT3	cmpl	cmpl	0,0,-1,-1,
1026	NM_001160045	chr12	+	57853917	57866047	57858646	57865844	10	57853917,57858455,57858893,57859389,57859570,57860022,57861115,57861776,57863213,57864099,	57853984,57858651,57859038,57859479,57859708,57860172,57861280,57862007,57863481,57866047,	0	GLI1	cmpl	cmpl	-1,0,2,0,0,0,0,0,0,1,
1026	NM_005269	chr12	+	57853933	57866047	57857474	57865844	12	57853933,57857447,57857781,57858455,57858893,57859389,57859570,57860022,57861115,57861776,57863213,57864099,	57853984,57857574,57857874,57858651,57859038,57859479,57859708,57860172,57861280,57862007,57863481,57866047,	0	GLI1	cmpl	cmpl	-1,0,1,1,2,0,0,0,0,0,0,1,
1026	NM_001195054	chr12	-	57910370	57914300	57910591	57911258	4	57910370,57911051,57911488,57914200,	57910963,57911325,57911536,57914300,	0	DDIT3	cmpl	cmpl	0,0,-1,-1,
1026	NM_001195053	chr12	-	57910370	57914300	57910591	57911258	4	57910370,57911051,57911488,57914200,	57910963,57911378,57911536,57914300,	0	DDIT3	cmpl	cmpl	0,0,-1,-1,
1026	NM_004083	chr12	-	57910370	57914300	57910591	57911189	4	57910370,57911051,57911488,57914200,	57910963,57911221,57911536,57914300,	0	DDIT3	cmpl	cmpl	0,0,-1,-1,
1026	NM_001167609	chr12	+	57853933	57866047	57857474	57865844	11	57853933,57857447,57858485,57858893,57859389,57859570,57860022,57861115,57861776,57863213,57864099,	57853984,57857574,57858651,57859038,57859479,57859708,57860172,57861280,57862007,57863481,57866047,	0	GLI1	cmpl	cmpl	-1,0,1,2,0,0,0,0,0,0,1,
1028	NM_000075	chr12	-	58141509	58146230	58142307	58145500	8	58141509,58142964,58143236,58144438,58144705,58144989,58145282,58145957,	58142400,58143100,58143287,58144548,58144873,58145125,58145519,58146230,	0	CDK4	cmpl	cmpl	0,2,2,0,0,2,0,-1,
1037	NM_153377	chr12	-	59265936	59314319	59266353	59314016	19	59265936,59267836,59268211,59270226,59271181,59272605,59274362,59276650,59277301,59279612,59280591,59281570,59282110,59282600,59283777,59284446,59307762,59308045,59313780,	59266598,59268112,59268355,59270385,59271634,59272887,59274683,59276814,59277373,59279684,59280672,59281714,59282254,59282744,59283921,59284578,59307837,59308117,59314319,	0	LRIG3	cmpl	cmpl	1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,
1037	NM_001136051	chr12	-	59265936	59313327	59266353	59313263	19	59265936,59267836,59268211,59270226,59271181,59272605,59274362,59276650,59277301,59279612,59280591,59281570,59282110,59282600,59283777,59284446,59307762,59308045,59313207,	59266598,59268112,59268355,59270385,59271634,59272887,59274683,59276814,59277373,59279684,59280672,59281714,59282254,59282744,59283921,59284578,59307837,59308117,59313327,	0	LRIG3	cmpl	cmpl	1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,
1065	NR_029661	chr12	+	62997465	62997549	62997549	62997549	1	62997465,	62997549,	0	MIRLET7I	unk	unk	-1,
1084	NM_007191	chr12	-	65444403	65515346	65445128	65514971	10	65444403,65448897,65449810,65456260,65460420,65461474,65462543,65471525,65514196,65514823,	65445250,65448993,65449906,65456356,65460516,65461570,65462684,65471634,65514336,65515346,	0	WIF1	cmpl	cmpl	1,1,1,1,1,1,1,0,1,0,
1090	NM_003484	chr12	+	66218239	66309307	66219050	66308910	4	66218239,66221780,66232298,66308838,	66219161,66221867,66232349,66309307,	0	HMGA2	cmpl	cmpl	0,0,0,0,
1090	NM_001300919	chr12	+	66218239	66309307	66219050	66308694	4	66218239,66221780,66232298,66308499,	66219161,66221867,66232349,66309307,	0	HMGA2	cmpl	cmpl	0,0,0,0,
1090	NM_001330190	chr12	+	66218239	66237303	66219050	66236394	4	66218239,66221780,66232298,66236370,	66219161,66221867,66232349,66237303,	0	HMGA2	cmpl	cmpl	0,0,0,0,
1118	NM_001278354	chr12	+	69864128	69973571	69962810	69968735	10	69864128,69885317,69924644,69925793,69955959,69962784,69964110,69965055,69965897,69967784,	69864310,69885431,69924740,69925836,69956054,69962876,69964297,69965214,69966061,69973571,	0	FRS2	cmpl	cmpl	-1,-1,-1,-1,-1,0,0,1,1,0,
1118	NM_001278353	chr12	+	69864128	69973571	69962810	69968735	11	69864128,69924644,69925793,69931695,69951579,69955959,69962784,69964110,69965055,69965897,69967784,	69864310,69924740,69925836,69931763,69951636,69956054,69962876,69964297,69965214,69966061,69973571,	0	FRS2	cmpl	cmpl	-1,-1,-1,-1,-1,-1,0,0,1,1,0,
1118	NM_001278357	chr12	+	69864128	69973571	69962810	69968735	7	69864128,69955959,69962784,69964110,69965055,69965897,69967784,	69864310,69956054,69962876,69964297,69965214,69966061,69973571,	0	FRS2	cmpl	cmpl	-1,-1,0,0,1,1,0,
1118	NM_001278356	chr12	+	69864128	69973571	69962810	69968735	9	69864128,69924644,69925793,69955959,69962784,69964110,69965055,69965897,69967784,	69864310,69924740,69925836,69956054,69962876,69964297,69965214,69966061,69973571,	0	FRS2	cmpl	cmpl	-1,-1,-1,-1,0,0,1,1,0,
1118	NM_001278355	chr12	+	69864128	69973571	69962810	69968735	10	69864128,69879981,69924644,69925793,69955959,69962784,69964110,69965055,69965897,69967784,	69864310,69880077,69924740,69925836,69956054,69962876,69964297,69965214,69966061,69973571,	0	FRS2	cmpl	cmpl	-1,-1,-1,-1,-1,0,0,1,1,0,
1118	NM_001278351	chr12	+	69864128	69973571	69962810	69968735	11	69864128,69885317,69924644,69925793,69931695,69955959,69962784,69964110,69965055,69965897,69967784,	69864310,69885431,69924740,69925836,69931763,69956054,69962876,69964297,69965214,69966061,69973571,	0	FRS2	cmpl	cmpl	-1,-1,-1,-1,-1,-1,0,0,1,1,0,
1118	NM_006654	chr12	+	69864128	69973571	69962810	69968735	10	69864128,69924644,69925793,69931695,69955959,69962784,69964110,69965055,69965897,69967784,	69864310,69924740,69925836,69931763,69956054,69962876,69964297,69965214,69966061,69973571,	0	FRS2	cmpl	cmpl	-1,-1,-1,-1,-1,0,0,1,1,0,
1118	NM_001042555	chr12	+	69864128	69973571	69962810	69968735	10	69864128,69874078,69924644,69925793,69955959,69962784,69964110,69965055,69965897,69967784,	69864310,69874139,69924740,69925836,69956054,69962876,69964297,69965214,69966061,69973571,	0	FRS2	cmpl	cmpl	-1,-1,-1,-1,-1,0,0,1,1,0,
1168	NM_007350	chr12	-	76419226	76425556	76424315	76425521	2	76419226,76424289,	76423872,76425556,	0	PHLDA1	cmpl	cmpl	-1,0,
1283	NM_002345	chr12	-	91497231	91505542	91497941	91502756	3	91497231,91501894,91505174,	91498096,91502777,91505542,	0	LUM	cmpl	cmpl	1,0,-1,
1301	NM_001270469	chr12	+	93965456	93970521	93966673	93968955	3	93965456,93966460,93968497,	93965690,93966812,93970521,	0	SOCS2	cmpl	cmpl	-1,0,1,
1301	NM_003877	chr12	+	93963597	93970521	93966673	93968955	3	93963597,93966460,93968497,	93963974,93966812,93970521,	0	SOCS2	cmpl	cmpl	-1,0,1,
1301	NM_001270471	chr12	+	93966301	93970521	93966673	93968955	2	93966301,93968497,	93966812,93970521,	0	SOCS2	cmpl	cmpl	0,1,
1301	NM_001270470	chr12	+	93965456	93970521	93966673	93968955	3	93965456,93966460,93968497,	93965962,93966812,93970521,	0	SOCS2	cmpl	cmpl	-1,0,1,
1301	NM_001270468	chr12	+	93964756	93970521	93966673	93968955	3	93964756,93966460,93968497,	93964992,93966812,93970521,	0	SOCS2	cmpl	cmpl	-1,0,1,
1301	NM_001270467	chr12	+	93964174	93970521	93966673	93968955	3	93964174,93966460,93968497,	93964441,93966812,93970521,	0	SOCS2	cmpl	cmpl	-1,0,1,
1311	NR_030171	chr12	+	95228173	95228289	95228289	95228289	1	95228173,	95228289,	0	MIR492	unk	unk	-1,
1332	NR_029678	chr12	+	97957589	97957689	97957689	97957689	1	97957589,	97957689,	0	MIR135A2	unk	unk	-1,
1364	NM_024312	chr12	-	102139274	102224645	102140941	102224453	21	102139274,102142878,102147149,102150989,102151349,102153807,102154904,102155341,102157979,102159868,102161814,102163798,102164183,102164773,102173929,102174334,102179789,102182325,102183715,102190454,102224336,	102141019,102142969,102147317,102151088,102151435,102153921,102155124,102155541,102159082,102160072,102161938,102163969,102164363,102164935,102174064,102174399,102179995,102182367,102183835,102190540,102224645,	0	GNPTAB	cmpl	cmpl	0,2,2,2,0,0,2,0,1,1,0,0,0,0,0,1,2,2,2,0,0,
1373	NM_004316	chr12	+	103351451	103354294	103352022	103352733	2	103351451,103353139,	103352780,103354294,	0	ASCL1	cmpl	cmpl	0,-1,
1399	NM_152772	chr12	+	106696568	106740792	106704853	106740308	10	106696568,106704818,106708135,106712121,106715263,106717287,106729416,106729809,106734603,106740063,	106696719,106705010,106708271,106712242,106715484,106717424,106729604,106729991,106734776,106740792,	0	TCP11L2	cmpl	cmpl	-1,0,1,2,0,2,1,0,2,1,
1399	NM_001286262	chr12	+	106696568	106723646	106704853	106723136	7	106696568,106704818,106708135,106712121,106715263,106717287,106723107,	106696719,106705010,106708271,106712242,106715484,106717424,106723646,	0	TCP11L2	cmpl	cmpl	-1,0,1,2,0,2,1,
1409	NM_001317962	chr12	+	108079818	108106939	108082446	108105997	15	108079818,108082224,108082391,108086590,108086776,108090250,108091243,108093149,108096711,108097461,108098412,108102702,108102887,108104181,108105887,	108079914,108082283,108082579,108086676,108086873,108090361,108091374,108093211,108096808,108097523,108098524,108102793,108103009,108104287,108106939,	0	PWP1	cmpl	cmpl	-1,-1,0,1,0,1,1,0,2,0,2,0,1,0,1,
1409	NM_001317963	chr12	+	108079508	108106939	108091266	108105997	15	108079508,108082224,108082391,108086590,108086748,108090250,108091243,108093149,108096711,108097461,108098412,108102702,108102887,108104181,108105887,	108079748,108082283,108082579,108086676,108086873,108090361,108091374,108093211,108096808,108097523,108098524,108102793,108103009,108104287,108106939,	0	PWP1	cmpl	cmpl	-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,1,0,1,
1409	NM_007062	chr12	+	108079508	108106939	108079676	108105997	15	108079508,108082224,108082391,108086590,108086776,108090250,108091243,108093149,108096711,108097461,108098412,108102702,108102887,108104181,108105887,	108079748,108082283,108082579,108086676,108086873,108090361,108091374,108093211,108096808,108097523,108098524,108102793,108103009,108104287,108106939,	0	PWP1	cmpl	cmpl	0,0,2,1,0,1,1,0,2,0,2,0,1,0,1,
1438	NM_001291424	chr12	+	111872665	111889427	111872705	111886106	7	111872665,111884556,111884745,111884928,111885133,111885459,111885786,	111872831,111884658,111884837,111885023,111885348,111885631,111889427,	0	SH2B3	cmpl	cmpl	0,0,0,2,1,0,1,
1438	NM_005475	chr12	+	111843751	111889427	111855949	111886106	8	111843751,111855922,111884556,111884745,111884928,111885133,111885459,111885786,	111844081,111856681,111884658,111884837,111885023,111885348,111885631,111889427,	0	SH2B3	cmpl	cmpl	-1,0,0,0,2,1,0,1,
1441	NM_000690	chr12	+	112204690	112247789	112204786	112247379	13	112204690,112219721,112220961,112223070,112227626,112228237,112229109,112229864,112230401,112235881,112237709,112241662,112247346,	112204900,112219826,112221102,112223150,112227738,112228366,112229223,112229967,112230586,112236046,112237867,112241777,112247789,	0	ALDH2	cmpl	cmpl	0,0,0,0,2,0,0,0,1,0,0,2,0,
1441	NM_001204889	chr12	+	112204690	112247789	112204786	112247379	12	112204690,112219721,112223070,112227626,112228237,112229109,112229864,112230401,112235881,112237709,112241662,112247346,	112204900,112219826,112223150,112227738,112228366,112229223,112229967,112230586,112236046,112237867,112241777,112247789,	0	ALDH2	cmpl	cmpl	0,0,0,2,0,0,0,1,0,0,2,0,
1446	NM_080601	chr12	+	112856701	112924727	112856915	112924437	11	112856701,112884079,112888121,112890998,112892367,112893753,112910747,112915454,112915660,112919877,112924278,	112856929,112884202,112888316,112891191,112892484,112893867,112910844,112915534,112915819,112920009,112924727,	0	PTPN11	cmpl	cmpl	0,2,2,2,0,0,0,1,0,0,0,
1446	NM_002834	chr12	+	112856701	112947722	112856915	112942568	16	112856701,112884079,112888121,112890998,112892367,112893753,112910747,112915454,112915660,112919877,112924278,112926246,112926827,112939947,112942498,112943628,	112856929,112884202,112888316,112891191,112892484,112893867,112910844,112915534,112915819,112920009,112924433,112926314,112926979,112940060,112942600,112947722,	0	PTPN11	cmpl	cmpl	0,2,2,2,0,0,0,1,0,0,0,2,1,0,2,-1,
1446	NM_001330437	chr12	+	112856701	112947722	112856915	112942568	16	112856701,112884079,112888121,112890998,112892367,112893753,112910747,112915454,112915660,112919877,112924266,112926246,112926827,112939947,112942498,112943628,	112856929,112884202,112888316,112891191,112892484,112893867,112910844,112915534,112915819,112920009,112924433,112926314,112926979,112940060,112942600,112947722,	0	PTPN11	cmpl	cmpl	0,2,2,2,0,0,0,1,0,0,0,2,1,0,2,-1,
1463	NM_016569	chr12	-	115108058	115121969	115109645	115121005	8	115108058,115111969,115114117,115115384,115117309,115117717,115118683,115120616,	115110107,115112640,115114275,115115461,115117456,115117777,115118951,115121969,	0	TBX3	cmpl	cmpl	0,1,2,0,0,0,2,0,
1463	NM_005996	chr12	-	115108058	115121969	115109645	115121005	7	115108058,115111969,115114117,115115384,115117309,115118683,115120616,	115110107,115112640,115114275,115115461,115117456,115118951,115121969,	0	TBX3	cmpl	cmpl	0,1,2,0,0,2,0,
1504	NM_006861	chr12	-	120532898	120554643	120535048	120554454	6	120532898,120536614,120536833,120541629,120546220,120554402,	120535177,120536739,120536958,120541753,120546271,120554643,	0	RAB35	cmpl	cmpl	0,1,2,1,1,0,
1504	NM_001167606	chr12	-	120532898	120554643	120535070	120554454	5	120532898,120536833,120541629,120546220,120554402,	120535177,120536958,120541753,120546271,120554643,	0	RAB35	cmpl	cmpl	1,2,1,1,0,
1506	NM_012240	chr12	+	120740123	120751045	120741364	120750839	4	120740123,120741363,120750258,120750686,	120740181,120741861,120750553,120751045,	0	SIRT4	cmpl	cmpl	-1,0,2,0,
1511	NM_001306179	chr12	+	121416370	121440314	121416571	121438995	10	121416370,121426635,121431322,121431966,121434064,121434343,121435276,121437070,121437264,121438867,	121416897,121426835,121431509,121432208,121434216,121434545,121435468,121437192,121437430,121440314,	0	HNF1A	cmpl	cmpl	0,2,1,2,1,0,1,1,0,1,
1511	NM_000545	chr12	+	121416370	121440314	121416571	121438995	10	121416370,121426635,121431322,121431966,121434064,121434343,121435276,121437070,121437285,121438867,	121416897,121426835,121431509,121432208,121434216,121434545,121435468,121437192,121437430,121440314,	0	HNF1A	cmpl	cmpl	0,2,1,2,1,0,1,1,0,1,
1519	NM_020993	chr12	+	122459791	122499950	122459997	122497069	6	122459791,122468605,122473236,122481791,122492710,122496997,	122460089,122468687,122473333,122481959,122492895,122499950,	0	BCL7A	cmpl	cmpl	0,2,0,1,1,0,
1519	NM_001024808	chr12	+	122459791	122499950	122459997	122497069	6	122459791,122468605,122473236,122481791,122492710,122496997,	122460089,122468687,122473333,122481959,122492832,122499950,	0	BCL7A	cmpl	cmpl	0,2,0,1,1,0,
1525	NM_032554	chr12	-	123212152	123215129	123213845	123214886	1	123212152,	123215129,	0	HCAR1	cmpl	cmpl	0,
1586	NM_001351049	chr12	-	131274144	131323819	131276413	131323644	10	131274144,131283069,131285697,131285959,131291526,131293175,131297501,131306233,131311737,131323614,	131276461,131283180,131285835,131286033,131291635,131293249,131297576,131306333,131311812,131323819,	0	STX2	cmpl	cmpl	0,0,0,1,0,1,1,0,0,0,
1586	NM_001351051	chr12	-	131274144	131323819	131276444	131295384	11	131274144,131283069,131285697,131285959,131291526,131293175,131295326,131297501,131306233,131311737,131323614,	131276522,131283180,131285835,131286033,131291635,131293249,131295482,131297576,131306333,131311812,131323819,	0	STX2	cmpl	cmpl	0,0,0,1,0,1,0,-1,-1,-1,-1,
1586	NM_001351052	chr12	-	131274144	131323819	131276444	131291602	11	131274144,131283069,131285697,131285959,131291526,131293175,131296854,131297501,131306233,131311737,131323614,	131276522,131283180,131285835,131286033,131291635,131293249,131296988,131297576,131306333,131311812,131323819,	0	STX2	cmpl	cmpl	0,0,0,1,0,-1,-1,-1,-1,-1,-1,
1586	NM_001980	chr12	-	131274144	131323819	131276444	131323644	10	131274144,131283069,131285697,131285959,131291526,131293175,131297501,131306233,131311737,131323614,	131276522,131283180,131285835,131286033,131291635,131293249,131297576,131306333,131311812,131323819,	0	STX2	cmpl	cmpl	0,0,0,1,0,1,1,0,0,0,
1586	NM_001351050	chr12	-	131282942	131323819	131283045	131323644	9	131282942,131285697,131285959,131291526,131293175,131297501,131306233,131311737,131323614,	131283180,131285835,131286033,131291635,131293249,131297576,131306333,131311812,131323819,	0	STX2	cmpl	cmpl	0,0,1,0,1,1,0,0,0,
1586	NM_194356	chr12	-	131274144	131323819	131280584	131323644	11	131274144,131280539,131283069,131285697,131285959,131291526,131293175,131297501,131306233,131311737,131323614,	131276522,131280665,131283180,131285835,131286033,131291635,131293249,131297576,131306333,131311812,131323819,	0	STX2	cmpl	cmpl	-1,0,0,0,1,0,1,1,0,0,0,
